Код;Наименование;ИНН;КПП;Адрес;Телефон;email;Сайт;Дополнительно
5300;УФНС России по Новгородской области;5321100630;532101001;,173002,,,Великий Новгород г,,Октябрьская ул,17,1,;8(8162) 99-34-00;u53@r53.nalog.ru;WWW.R53.NALOG.RU;Код ОКПО:31694433 Прием: 9.00-13.00 13.45-18.00, пятница 9.00-13.00 13.45-16.45
5321;Межрайонная ИФНС России №9 по Новгородской области;5321033092;532101001;,173000,,,Великий Новгород г,,Большая Санкт-Петербургская ул,62,,;88162-971401;i5321@m21.r53.nalog.ru;-;Код ОКПО:31694427. Прием в операционных залах: понедельник, среда 9.00-18.00, вторник, четверг 09.00-20.00, пятница 09.00-16.45, вторая и четвертая субботы месяца 10.00-15.00.
5331;Межрайонная ИФНС России №1 по Новгородской области;5320015848;532001001;,174403,Новгородская обл,,Боровичи г,,Гоголя ул,113,,;8(81664) 91-851 91-852;i5331@m31.r53.nalog.ru;-;Код ОКПО:01903968. Прием: 9.00-18.00, пятница 9.00-16.45
5332;Межрайонная ИФНС России №2 по Новгородской области;5322008892;532201001;,175204,Новгородская обл,,Старая Русса г,,Соборная пл,1,,;8(81652) 59-299;i5332@m32.r53.nalog.ru;-;Код ОКПО:57868592. Прием в операционном зале: понедельник, среда 9.00-18.00, вторник, четверг 09.00-20.00, пятница 09.00-16.45, вторая и четвертая субботы месяца 10.00-15.00.
5336;Межрайонная ИФНС России №6 по Новгородской области;5307005390;530701001;,174260,Новгородская обл,,Малая Вишера г,,3 КДО ул,3,,;8(81660) 38-008 38-016;i530700@m36.r53.nalog.ru;-;Код ОКПО:57868675. Прием: 9.00-18.00, пятница 9.00-16.45
5400;УФНС России по Новосибирской области;5406299616;540601001;,630005,,,Новосибирск г,,Каменская ул,49,,;8 (383) 228-31-34, контакт-центр ФНС России 8-800-222-22-22;u54@r54.nalog.ru;http://www.nalog.ru;Код ОКПО:23579184. Режим работы: пн-чт с 8:00 до 17:00, пт с 8:00 до 16:00, перерыв с 12:00 до 12:48
5500;УФНС России по Омской области;5504097209;550401001;,644010,,,Омск г,,Маршала Жукова ул,72/1,,;(3812) 35-95-61.Тел.доверия 32-12-40,32-12-93,35-94-46, 35-94-44;u55@r55.nalog.ru;-;Код ОКПО:23670447. (3812) 35-95-61 Телефон доверия службы безопасности (3812) 32-12-40, 32-12-93. Телефон доверия о незаконной деятельности игорных заведений (3812) 35-94-46, 35-94-44
5501;ИФНС России по Советскому административному округу г. Омска;5501082500;550101001;,644089,,,Омск г,,Магистральная ул,82,б,;8-800-222-2222;i5501@m01.r55.nalog.ru;-;"Код ОКПО:35873724. Режим работы понедельник, среда: 9.00 - 18.00; вторник, четверг: 9.00 - 20.00; пятница: 9.00 - 16.45; вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни."
5503;ИФНС России № 1 по Центральному административному округу г. Омска;5503085553;550301001;,644052,,,Омск г,,Северная 24-я ул,171,А,;8-800-222-2222;i5503@m03.r55.nalog.ru;-;"Код ОКПО:34808245 Режим работы понедельник, среда: 9.00 - 18.00; вторник, четверг: 9.00 - 20.00; пятница: 9.00 - 16.45; вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни."
5504;ИФНС России № 2 по Центральному административному округу г. Омска;5504097777;550401001;,644001,,,Омск г,,Красных Зорь ул,54/5,,;8-800-222-2222;i5504@m04.r55.nalog.ru;-;"Код ОКПО:34812933 Режим работы понедельник, среда: 9.00 - 18.00; вторник, четверг: 9.00 - 20.00; пятница: 9.00 - 16.45; вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни."
5505;Межрайонная ИФНС России № 4 по Омской области;5505037107;550501001;,644020,,,Омск г,,Федора Крылова ул,2а,,;8-800-222-2222;i5505@m05.r55.nalog.ru;-;"Код ОКПО:33973580 Режим работы понедельник, среда: 9.00 - 18.00; вторник, четверг: 9.00 - 20.00; пятница: 9.00 - 16.45; вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни."
5506;ИФНС России по Октябрьскому административному округу г. Омска;5506057427;550601001;,644027,,,Омск г,,Космический пр-кт,18в,,;8-800-222-2222;i5506@m06.r55.nalog.ru;-;"Код ОКПО:35858771 Режим работы понедельник, среда: 9.00 - 18.00; вторник, четверг: 9.00 - 20.00; пятница: 9.00 - 16.45; вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни."
5507;ИФНС России по Кировскому административному округу г. Омска;5507072393;550701001;,644015,,,Омск г,,Суворова ул,1а,,;8-800-222-2222;i5507@m07.r55.nalog.ru;-;"Код ОКПО:35860383Режим работы понедельник, среда: 9.00 - 18.00; вторник, четверг: 9.00 - 20.00; пятница: 9.00 - 16.45; вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни."
5509;Межрайонная ИФНС России № 6 по Омской области;5509005681;550901001;,646880,Омская обл,,,Азово с,Комсомольская ул,43,,;8-800-222-2222;i5509@m09.r55.nalog.ru;-;Код ОКПО:73465416 Режим работы Понедельник, среда с 8:30 до 18:00 Вторник, четверг с 8:30 до 20:00 Пятница с 8:30 до 17:00 вторая и четвертая суббота месяца с 10:00 до 15:00 остальные субботы, воскресенье: выходные дни.
